column_name,Description,source_sheet,type_status,column_type,is_required,actual_column_in_loans,business_category,test_function,test_type
installment,The monthly payment owed by the borrower if the loan originates.,BrowseNotes,found,double,True,installment,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
int_rate,Interest Rate on the loan,BrowseNotes,missing,double,False,int_rate,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
isincv,"Indicates if income was verified by LC, not verified, or if the income source was verified",BrowseNotes,not_in_file,,False,,financial_metrics,"['count_records', 'check_nulls', 'dtype_consistency', 'check_consistency', 'moving_average']","['stability', 'completeness']"
listd,The date which the borrower's application was listed on the platform.,BrowseNotes,not_in_file,,False,,loan_info,"['count_records', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency']","['stability', 'completeness', 'accuracy']"
loan_amnt,"The listed amount of the loan applied for by the borrower. If at some point in time, the credit department reduces the loan amount, then it will be reflected in this value.",BrowseNotes,missing,int,False,loan_amnt,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
max_bal_bc,Maximum current balance owed on all revolving accounts,BrowseNotes,found,string,True,max_bal_bc,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
member_id,A unique LC assigned Id for the borrower member.,BrowseNotes,missing,string,False,member_id,other,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'basic_validation']"
mo_sin_old_rev_tl_op,Months since oldest revolving account opened,BrowseNotes,found,int,True,mo_sin_old_rev_tl_op,dates,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'validate_numeric_range', 'file_timeliness', 'check_consistency', 'validate_date_format']","['stability', 'completeness', 'date_format_validation', 'timeliness', 'range_check']"
mo_sin_rcnt_rev_tl_op,Months since most recent revolving account opened,BrowseNotes,found,int,True,mo_sin_rcnt_rev_tl_op,payment_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'range_check']"
mo_sin_rcnt_tl,Months since most recent account opened,BrowseNotes,found,int,True,mo_sin_rcnt_tl,payment_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'range_check']"
mort_acc,Number of mortgage accounts.,BrowseNotes,missing,int,False,mort_acc,other,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'basic_validation', 'range_check']"
msa,Metropolitan Statistical Area of the borrower.,BrowseNotes,not_in_file,,False,,other,"['dtype_consistency', 'count_records', 'check_nulls', 'check_consistency']","['stability', 'completeness', 'basic_validation']"
mths_since_last_major_derog,Months since most recent 90-day or worse rating,BrowseNotes,found,string,True,mths_since_last_major_derog,payment_info,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
mths_since_oldest_il_open,Months since oldest bank installment account opened,BrowseNotes,not_in_file,,False,,payment_info,"['dtype_consistency', 'count_records', 'check_nulls', 'check_consistency']","['stability', 'completeness']"
mths_since_rcnt_il,Months since most recent installment accounts opened,BrowseNotes,found,string,True,mths_since_rcnt_il,payment_info,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
mths_since_last_delinq,The number of months since the borrower's last delinquency.,BrowseNotes,missing,string,False,mths_since_last_delinq,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
mths_since_last_record,The number of months since the last public record.,BrowseNotes,missing,string,False,mths_since_last_record,payment_info,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
mthssincemostrecentinq,Months since most recent inquiry.,BrowseNotes,not_in_file,,False,,credit_info,"['count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency']"
mths_since_recent_bc,Months since most recent bankcard account opened.,BrowseNotes,missing,int,False,mths_since_recent_bc,payment_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'range_check']"
mthssincerecentloandelinq,Months since most recent personal finance delinquency.,BrowseNotes,not_in_file,,False,,credit_info,"['count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency']"
mths_since_recent_revol_delinq,Months since most recent revolving delinquency.,BrowseNotes,missing,int,False,mths_since_recent_revol_delinq,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
num_accts_ever_120_pd,Number of accounts ever 120 or more days past due,BrowseNotes,found,int,True,num_accts_ever_120_pd,other,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'basic_validation', 'range_check']"
num_actv_bc_tl,Number of currently active bankcard accounts,BrowseNotes,found,int,True,num_actv_bc_tl,other,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'basic_validation', 'range_check']"
num_actv_rev_tl,Number of currently active revolving trades,BrowseNotes,found,int,True,num_actv_rev_tl,other,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'basic_validation', 'range_check']"
num_bc_sats,Number of satisfactory bankcard accounts,BrowseNotes,found,int,True,num_bc_sats,other,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'basic_validation', 'range_check']"
num_bc_tl,Number of bankcard accounts,BrowseNotes,found,int,True,num_bc_tl,other,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'basic_validation', 'range_check']"
num_il_tl,Number of installment accounts,BrowseNotes,found,int,True,num_il_tl,payment_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'range_check']"
num_op_rev_tl,Number of open revolving accounts,BrowseNotes,found,int,True,num_op_rev_tl,other,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'basic_validation', 'range_check']"
num_rev_accts,Number of revolving accounts,BrowseNotes,found,int,True,num_rev_accts,other,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'basic_validation', 'range_check']"
num_rev_tl_bal_gt_0,Number of revolving trades with balance >0,BrowseNotes,found,int,True,num_rev_tl_bal_gt_0,financial_metrics,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency', 'moving_average']","['stability', 'completeness', 'range_check']"
num_sats,Number of satisfactory accounts,BrowseNotes,found,int,True,num_sats,other,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'basic_validation', 'range_check']"
num_tl_120dpd_2m,Number of accounts currently 120 days past due (updated in past 2 months),BrowseNotes,found,int,True,num_tl_120dpd_2m,dates,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'validate_numeric_range', 'file_timeliness', 'check_consistency', 'validate_date_format']","['stability', 'completeness', 'date_format_validation', 'timeliness', 'range_check']"
num_tl_30dpd,Number of accounts currently 30 days past due (updated in past 2 months),BrowseNotes,found,int,True,num_tl_30dpd,dates,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'validate_numeric_range', 'file_timeliness', 'check_consistency', 'validate_date_format']","['stability', 'completeness', 'date_format_validation', 'timeliness', 'range_check']"
num_tl_90g_dpd_24m,Number of accounts 90 or more days past due in last 24 months,BrowseNotes,found,int,True,num_tl_90g_dpd_24m,dates,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'validate_numeric_range', 'file_timeliness', 'check_consistency', 'validate_date_format']","['stability', 'completeness', 'date_format_validation', 'timeliness', 'range_check']"
num_tl_op_past_12m,Number of accounts opened in past 12 months,BrowseNotes,found,int,True,num_tl_op_past_12m,dates,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'validate_numeric_range', 'file_timeliness', 'check_consistency', 'validate_date_format']","['stability', 'completeness', 'date_format_validation', 'timeliness', 'range_check']"
open_acc_6m,Number of open trades in last 6 months,BrowseNotes,found,string,True,open_acc_6m,dates,"['validate_date_format', 'count_records', 'validate_values_length', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
open_il_12m,Number of installment accounts opened in past 12 months,BrowseNotes,found,string,True,open_il_12m,payment_info,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
open_il_24m,Number of installment accounts opened in past 24 months,BrowseNotes,found,string,True,open_il_24m,payment_info,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
open_act_il,Number of currently active installment trades,BrowseNotes,found,string,True,open_act_il,payment_info,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
open_rv_12m,Number of revolving trades opened in past 12 months,BrowseNotes,found,string,True,open_rv_12m,dates,"['validate_date_format', 'count_records', 'validate_values_length', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
open_rv_24m,Number of revolving trades opened in past 24 months,BrowseNotes,found,string,True,open_rv_24m,dates,"['validate_date_format', 'count_records', 'validate_values_length', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
open_acc,The number of open credit lines in the borrower's credit file.,BrowseNotes,missing,string,False,open_acc,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
pct_tl_nvr_dlq,Percent of trades never delinquent,BrowseNotes,found,double,True,pct_tl_nvr_dlq,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
percentbcgt75,Percentage of all bankcard accounts > 75% of limit.,BrowseNotes,not_in_file,,False,,other,"['dtype_consistency', 'count_records', 'check_nulls', 'check_consistency']","['stability', 'completeness', 'basic_validation']"
pub_rec_bankruptcies,Number of public record bankruptcies,BrowseNotes,found,int,True,pub_rec_bankruptcies,payment_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'range_check']"
pub_rec,Number of derogatory public records,BrowseNotes,missing,string,False,pub_rec,payment_info,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
purpose,A category provided by the borrower for the loan request. ,BrowseNotes,found,string,True,purpose,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
reviewstatus,"The status of the loan during the listing period. Values: APPROVED, NOT_APPROVED.",BrowseNotes,not_in_file,,False,,loan_info,"['count_records', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency']","['stability', 'completeness', 'accuracy']"
reviewstatusd,The date the loan application was reviewed by LC,BrowseNotes,not_in_file,,False,,loan_info,"['count_records', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency']","['stability', 'completeness', 'accuracy']"
revol_bal,Total credit revolving balance,BrowseNotes,missing,string,False,revol_bal,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
revol_util,"Revolving line utilization rate, or the amount of credit the borrower is using relative to all available revolving credit.",BrowseNotes,missing,string,False,revol_util,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
servicefeerate,Service fee rate paid by the investor for this loan.,BrowseNotes,not_in_file,,False,,loan_info,"['count_records', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency']","['stability', 'completeness', 'accuracy']"
sub_grade,LC assigned loan subgrade,BrowseNotes,missing,string,False,sub_grade,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
tax_liens,Number of tax liens,BrowseNotes,found,int,True,tax_liens,other,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'basic_validation', 'range_check']"
term,The number of payments on the loan. Values are in months and can be either 36 or 60.,BrowseNotes,found,string,True,term,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
title,The loan title provided by the borrower,BrowseNotes,found,string,True,title,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
tot_coll_amt,Total collection amounts ever owed,BrowseNotes,found,string,True,tot_coll_amt,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
tot_cur_bal,Total current balance of all accounts,BrowseNotes,found,string,True,tot_cur_bal,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
tot_hi_cred_lim,Total high credit/credit limit,BrowseNotes,found,int,True,tot_hi_cred_lim,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
total_bal_il,Total current balance of all installment accounts,BrowseNotes,found,string,True,total_bal_il,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
total_cu_tl,Number of finance trades,BrowseNotes,found,string,True,total_cu_tl,other,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'basic_validation']"
total_il_high_credit_limit,Total installment high credit/credit limit,BrowseNotes,found,int,True,total_il_high_credit_limit,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
total_rev_hi_lim,Total revolving high credit/credit limit,BrowseNotes,found,string,True,total_rev_hi_lim,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
total_acc,The total number of credit lines currently in the borrower's credit file,BrowseNotes,missing,string,False,total_acc,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
total_bal_ex_mort,Total credit balance excluding mortgage,BrowseNotes,missing,int,False,total_bal_ex_mort,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
total_bc_limit,Total bankcard high credit/credit limit,BrowseNotes,missing,int,False,total_bc_limit,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
url,URL for the LC page with listing data.,BrowseNotes,found,string,True,url,other,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'basic_validation']"
verified_status_joint,"Indicates if the co-borrowers' joint income was verified by LC, not verified, or if the income source was verified",BrowseNotes,not_in_file,,False,,financial_metrics,"['count_records', 'check_nulls', 'dtype_consistency', 'check_consistency', 'moving_average']","['stability', 'completeness']"
zip_code,The first 3 numbers of the zip code provided by the borrower in the loan application.,BrowseNotes,found,string,True,zip_code,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
revol_bal_joint," Sum of revolving credit balance of the co-borrowers, net of duplicate balances",BrowseNotes,found,int,True,revol_bal_joint,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
sec_app_fico_range_low, FICO range (high) for the secondary applicant,BrowseNotes,not_in_file,,False,,credit_info,"['count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency']"
sec_app_fico_range_high, FICO range (low) for the secondary applicant,BrowseNotes,not_in_file,,False,,credit_info,"['count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency']"
sec_app_earliest_cr_line, Earliest credit line at time of application for the secondary applicant,BrowseNotes,found,string,True,sec_app_earliest_cr_line,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
sec_app_inq_last_6mths, Credit inquiries in the last 6 months at time of application for the secondary applicant,BrowseNotes,found,int,True,sec_app_inq_last_6mths,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_mort_acc, Number of mortgage accounts at time of application for the secondary applicant,BrowseNotes,found,int,True,sec_app_mort_acc,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_open_acc, Number of open trades at time of application for the secondary applicant,BrowseNotes,found,int,True,sec_app_open_acc,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_revol_util, Ratio of total current balance to high credit/credit limit for all revolving accounts,BrowseNotes,found,double,True,sec_app_revol_util,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
sec_app_open_act_il, Number of currently active installment trades at time of application for the secondary applicant,BrowseNotes,found,int,True,sec_app_open_act_il,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_num_rev_accts, Number of revolving accounts at time of application for the secondary applicant,BrowseNotes,found,int,True,sec_app_num_rev_accts,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_chargeoff_within_12_mths, Number of charge-offs within last 12 months at time of application for the secondary applicant,BrowseNotes,found,int,True,sec_app_chargeoff_within_12_mths,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_collections_12_mths_ex_med, Number of collections within last 12 months excluding medical collections at time of application for the secondary applicant,BrowseNotes,found,int,True,sec_app_collections_12_mths_ex_med,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_mths_since_last_major_derog, Months since most recent 90-day or worse rating at time of application for the secondary applicant,BrowseNotes,found,int,True,sec_app_mths_since_last_major_derog,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
disbursement_method,"The method by which the borrower receives their loan. Possible values are: CASH, DIRECT_PAY",BrowseNotes,found,string,True,disbursement_method,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
